skills_required,Skill_level,interests,interest_Levels,Career,assessment_score
Risk Assessment,advanced,Regulatory Knowledge,0.7,Import Compliance Specialist,0.70
Risk Assessment,advanced,Regulatory Knowledge,0.9,Import Compliance Specialist,0.80
Business Consulting,beginner,International Business Expansion,0.5,International Business Consultant,0.50
Business Consulting,beginner,International Business Expansion,0.7,International Business Consultant,0.60
Business Consulting,beginner,International Business Expansion,0.9,International Business Consultant,0.70
Cross-Border Strategies,intermediate,Market Analysis,0.5,International Business Consultant,0.80
Cross-Border Strategies,intermediate,Market Analysis,0.7,International Business Consultant,0.90
Cross-Border Strategies,intermediate,Market Analysis,0.9,International Business Consultant,0.50
Market Entry,advanced,Client Advising,0.5,International Business Consultant,0.60
Market Entry,advanced,Client Advising,0.7,International Business Consultant,0.70
Market Entry,advanced,Client Advising,0.9,International Business Consultant,0.80
 Analysis,beginner,Trade  Analysis,0.5,Trade Analyst,0.50
 Analysis,beginner,Trade  Analysis,0.7,Trade Analyst,0.60
 Analysis,beginner,Trade  Analysis,0.9,Trade Analyst,0.70
Market Research,intermediate,Market Trends,0.5,Trade Analyst,0.80
Market Research,intermediate,Market Trends,0.7,Trade Analyst,0.90
Market Research,intermediate,Market Trends,0.9,Trade Analyst,0.50
Trade  Interpretation,advanced,International Economics,0.5,Trade Analyst,0.60
Trade  Interpretation,advanced,International Economics,0.7,Trade Analyst,0.70
Trade  Interpretation,advanced,International Economics,0.9,Trade Analyst,0.80
Metal Fabrication,beginner,Crafting,0.5,Fabricator,0.50
Metal Fabrication,beginner,Crafting,0.7,Fabricator,0.60
Metal Fabrication,beginner,Crafting,0.9,Fabricator,0.70
Welding,intermediate,Precision Work,0.5,Fabricator,0.80
Welding,intermediate,Precision Work,0.7,Fabricator,0.90
Welding,intermediate,Precision Work,0.9,Fabricator,0.50
Blueprint Reading,advanced,Manufacturing,0.5,Fabricator,0.60
Blueprint Reading,advanced,Manufacturing,0.7,Fabricator,0.70
Blueprint Reading,advanced,Manufacturing,0.9,Fabricator,0.80
Communication,beginner,Interpersonal Interaction,0.5,Receptionist,0.50
Communication,beginner,Interpersonal Interaction,0.7,Receptionist,0.60
Communication,beginner,Interpersonal Interaction,0.9,Receptionist,0.70
Organization,intermediate,Administrative Work,0.5,Receptionist,0.80
Organization,intermediate,Administrative Work,0.7,Receptionist,0.90
Organization,intermediate,Administrative Work,0.9,Receptionist,0.50
Customer Service,advanced,Customer Care,0.5,Receptionist,0.60
Customer Service,advanced,Customer Care,0.7,Receptionist,0.70
Customer Service,advanced,Customer Care,0.9,Receptionist,0.80
Supply Chain Management,beginner,Logistics,0.5,Logistician,0.50
Supply Chain Management,beginner,Logistics,0.7,Logistician,0.60
Supply Chain Management,beginner,Logistics,0.9,Logistician,0.70
Analytical Thinking,intermediate,Transportation,0.5,Logistician,0.80
Analytical Thinking,intermediate,Transportation,0.7,Logistician,0.90
Analytical Thinking,intermediate,Transportation,0.9,Logistician,0.50
Problem-Solving,advanced,Optimization,0.5,Logistician,0.60
Problem-Solving,advanced,Optimization,0.7,Logistician,0.70
Problem-Solving,advanced,Optimization,0.9,Logistician,0.80
Plumbing Techniques,beginner,Technical Work,0.5,Plumber,0.50
Plumbing Techniques,beginner,Technical Work,0.7,Plumber,0.60
Plumbing Techniques,beginner,Technical Work,0.9,Plumber,0.70
Problem-Solving,intermediate,Construction,0.5,Plumber,0.80
Problem-Solving,intermediate,Construction,0.7,Plumber,0.90
Problem-Solving,intermediate,Construction,0.9,Plumber,0.50
Manual Dexterity,advanced,Problem Solving,0.5,Plumber,0.60
Manual Dexterity,advanced,Problem Solving,0.7,Plumber,0.70
Manual Dexterity,advanced,Problem Solving,0.9,Plumber,0.80
Architectural Design,beginner,Design,0.5,Architect,0.50
Architectural Design,beginner,Design,0.7,Architect,0.60
Architectural Design,beginner,Design,0.9,Architect,0.70
Drafting,intermediate,Creativity,0.5,Architect,0.80
Drafting,intermediate,Creativity,0.7,Architect,0.90
Drafting,intermediate,Creativity,0.9,Architect,0.50
Project Management,advanced,Building Planning,0.5,Architect,0.60
Project Management,advanced,Building Planning,0.7,Architect,0.70
Project Management,advanced,Building Planning,0.9,Architect,0.80
Massage Techniques,beginner,Wellness,0.5,Massage Therapist,0.50
Massage Techniques,beginner,Wellness,0.7,Massage Therapist,0.60
Massage Techniques,beginner,Wellness,0.9,Massage Therapist,0.70
Communication,intermediate,Alternative Medicine,0.5,Massage Therapist,0.80
Communication,intermediate,Alternative Medicine,0.7,Massage Therapist,0.90
Communication,intermediate,Alternative Medicine,0.9,Massage Therapist,0.50
Empathy,advanced,Helping Others,0.5,Massage Therapist,0.60
Empathy,advanced,Helping Others,0.7,Massage Therapist,0.70
Empathy,advanced,Helping Others,0.9,Massage Therapist,0.80
Patient Care,beginner,Oral Health,0.5,Dental Assistant,0.50
Patient Care,beginner,Oral Health,0.7,Dental Assistant,0.60
Patient Care,beginner,Oral Health,0.9,Dental Assistant,0.70
Dental Procedures Assistance,intermediate,Patient Interaction,0.5,Dental Assistant,0.80
Dental Procedures Assistance,intermediate,Patient Interaction,0.7,Dental Assistant,0.90
Dental Procedures Assistance,intermediate,Patient Interaction,0.9,Dental Assistant,0.50
Sterilization,advanced,Medical Support,0.5,Dental Assistant,0.60
Sterilization,advanced,Medical Support,0.7,Dental Assistant,0.70
Sterilization,advanced,Medical Support,0.9,Dental Assistant,0.80
Data Analysis,beginner,Disease Patterns,0.5,Epidemiologist,0.50
Data Analysis,beginner,Disease Patterns,0.7,Epidemiologist,0.60
Data Analysis,beginner,Disease Patterns,0.9,Epidemiologist,0.70
Research,intermediate,Public Health,0.5,Epidemiologist,0.80
Research,intermediate,Public Health,0.7,Epidemiologist,0.90
Research,intermediate,Public Health,0.9,Epidemiologist,0.50
Public Health Knowledge,advanced,Research,0.5,Epidemiologist,0.60
Public Health Knowledge,advanced,Research,0.7,Epidemiologist,0.70
Public Health Knowledge,advanced,Research,0.9,Epidemiologist,0.80
Veterinary Medicine,beginner,Animal Health,0.5,Veterinarian,0.50
Veterinary Medicine,beginner,Animal Health,0.7,Veterinarian,0.60
Veterinary Medicine,beginner,Animal Health,0.9,Veterinarian,0.70
Animal Care,intermediate,Veterinary Science,0.5,Veterinarian,0.80
Animal Care,intermediate,Veterinary Science,0.7,Veterinarian,0.90
Animal Care,intermediate,Veterinary Science,0.9,Veterinarian,0.50
Surgery,advanced,Compassion,0.5,Veterinarian,0.60
Surgery,advanced,Compassion,0.7,Veterinarian,0.70
Surgery,advanced,Compassion,0.9,Veterinarian,0.80
Medical Diagnosis,beginner,Medicine,0.5,Physician,0.50
Medical Diagnosis,beginner,Medicine,0.7,Physician,0.60
Medical Diagnosis,beginner,Medicine,0.9,Physician,0.70
Patient Care,intermediate,Patient Interaction,0.5,Physician,0.80
Patient Care,intermediate,Patient Interaction,0.7,Physician,0.90
Patient Care,intermediate,Patient Interaction,0.9,Physician,0.50
Treatment Planning,advanced,Healthcare,0.5,Physician,0.60
Treatment Planning,advanced,Healthcare,0.7,Physician,0.70
Treatment Planning,advanced,Healthcare,0.9,Physician,0.80
Laboratory Techniques,beginner,Laboratory Work,0.5,Clinical Lab Technician,0.50
Laboratory Techniques,beginner,Laboratory Work,0.7,Clinical Lab Technician,0.60
Laboratory Techniques,beginner,Laboratory Work,0.9,Clinical Lab Technician,0.70
Sample Analysis,intermediate,Medical Testing,0.5,Clinical Lab Technician,0.80
Sample Analysis,intermediate,Medical Testing,0.7,Clinical Lab Technician,0.90
Sample Analysis,intermediate,Medical Testing,0.9,Clinical Lab Technician,0.50
Recordkeeping,advanced,Precision,0.5,Clinical Lab Technician,0.60
Recordkeeping,advanced,Precision,0.7,Clinical Lab Technician,0.70
Recordkeeping,advanced,Precision,0.9,Clinical Lab Technician,0.80
Cytology,beginner,Cellular Analysis,0.5,Cytotechnologist,0.50
Cytology,beginner,Cellular Analysis,0.7,Cytotechnologist,0.60
Cytology,beginner,Cellular Analysis,0.9,Cytotechnologist,0.70
Microscopy,intermediate,Laboratory Work,0.5,Cytotechnologist,0.80
Microscopy,intermediate,Laboratory Work,0.7,Cytotechnologist,0.90
Microscopy,intermediate,Laboratory Work,0.9,Cytotechnologist,0.50
Laboratory Techniques,advanced,Medical Testing,0.5,Cytotechnologist,0.60
Laboratory Techniques,advanced,Medical Testing,0.7,Cytotechnologist,0.70
Laboratory Techniques,advanced,Medical Testing,0.9,Cytotechnologist,0.80
Dental Procedures,beginner,Oral Health,0.5,Dentist,0.50
Dental Procedures,beginner,Oral Health,0.7,Dentist,0.60
Dental Procedures,beginner,Oral Health,0.9,Dentist,0.70
Patient Care,intermediate,Healthcare,0.5,Dentist,0.80
Patient Care,intermediate,Healthcare,0.7,Dentist,0.90
Patient Care,intermediate,Healthcare,0.9,Dentist,0.50
Communication,advanced,Patient Interaction,0.5,Dentist,0.60
Communication,advanced,Patient Interaction,0.7,Dentist,0.70
Communication,advanced,Patient Interaction,0.9,Dentist,0.80
Nutrition Knowledge,beginner,Nutrition,0.5,Dietitian,0.50
Nutrition Knowledge,beginner,Nutrition,0.7,Dietitian,0.60
Nutrition Knowledge,beginner,Nutrition,0.9,Dietitian,0.70
Dietary Planning,intermediate,Health and Wellness,0.5,Dietitian,0.80
Dietary Planning,intermediate,Health and Wellness,0.7,Dietitian,0.90
Dietary Planning,intermediate,Health and Wellness,0.9,Dietitian,0.50
Communication,advanced,Helping Others,0.5,Dietitian,0.60
Communication,advanced,Helping Others,0.7,Dietitian,0.70
Communication,advanced,Helping Others,0.9,Dietitian,0.80
Economic Analysis,beginner,Economic Trends,0.5,Economist,0.50
Economic Analysis,beginner,Economic Trends,0.7,Economist,0.60
Economic Analysis,beginner,Economic Trends,0.9,Economist,0.70
Data Interpretation,intermediate,Policy Analysis,0.5,Economist,0.80
Data Interpretation,intermediate,Policy Analysis,0.7,Economist,0.90
Data Interpretation,intermediate,Policy Analysis,0.9,Economist,0.50
Research,advanced,Research,0.5,Economist,0.60
Research,advanced,Research,0.7,Economist,0.70
Research,advanced,Research,0.9,Economist,0.80
Financial Planning,beginner,Finance,0.5,Financial Advisor,0.50
Financial Planning,beginner,Finance,0.7,Financial Advisor,0.60
Financial Planning,beginner,Finance,0.9,Financial Advisor,0.70
Investment Knowledge,intermediate,Investments,0.5,Financial Advisor,0.80
Investment Knowledge,intermediate,Investments,0.7,Financial Advisor,0.90
Investment Knowledge,intermediate,Investments,0.9,Financial Advisor,0.50
Communication,advanced,Helping Others with Finances,0.5,Financial Advisor,0.60
Communication,advanced,Helping Others with Finances,0.7,Financial Advisor,0.70
Communication,advanced,Helping Others with Finances,0.9,Financial Advisor,0.80
Public Speaking,beginner,Public Service,0.5,Legislator,0.50
Public Speaking,beginner,Public Service,0.7,Legislator,0.60
Public Speaking,beginner,Public Service,0.9,Legislator,0.70
Policy Analysis,intermediate,Government,0.5,Legislator,0.80
Policy Analysis,intermediate,Government,0.7,Legislator,0.90
Policy Analysis,intermediate,Government,0.9,Legislator,0.50
Legislation,advanced,Policy Making,0.5,Legislator,0.60
Legislation,advanced,Policy Making,0.7,Legislator,0.70
Legislation,advanced,Policy Making,0.9,Legislator,0.80
Machine Operation,beginner,Manufacturing,0.5,Machinist,0.50
Machine Operation,beginner,Manufacturing,0.7,Machinist,0.60
Machine Operation,beginner,Manufacturing,0.9,Machinist,0.70
Precision Machining,intermediate,Precision Work,0.5,Machinist,0.80
Precision Machining,intermediate,Precision Work,0.7,Machinist,0.90
Precision Machining,intermediate,Precision Work,0.9,Machinist,0.50
Blueprint Reading,advanced,Mechanical Processes,0.5,Machinist,0.60
Blueprint Reading,advanced,Mechanical Processes,0.7,Machinist,0.70
Blueprint Reading,advanced,Mechanical Processes,0.9,Machinist,0.80
Masonry Techniques,beginner,Construction,0.5,Masonry Worker,0.50
Masonry Techniques,beginner,Construction,0.7,Masonry Worker,0.60
Masonry Techniques,beginner,Construction,0.9,Masonry Worker,0.70
Construction,intermediate,Building,0.5,Masonry Worker,0.80
Construction,intermediate,Building,0.7,Masonry Worker,0.90
Construction,intermediate,Building,0.9,Masonry Worker,0.50
Physical Strength,advanced,Skilled Trades,0.5,Masonry Worker,0.60
Physical Strength,advanced,Skilled Trades,0.7,Masonry Worker,0.70
Physical Strength,advanced,Skilled Trades,0.9,Masonry Worker,0.80
Massage Techniques,beginner,Wellness,0.5,Massage Therapist,0.50
Massage Techniques,beginner,Wellness,0.7,Massage Therapist,0.60
Massage Techniques,beginner,Wellness,0.9,Massage Therapist,0.70
Communication,intermediate,Alternative Medicine,0.5,Massage Therapist,0.80
Communication,intermediate,Alternative Medicine,0.7,Massage Therapist,0.90
Communication,intermediate,Alternative Medicine,0.9,Massage Therapist,0.50
Empathy,advanced,Helping Others,0.5,Massage Therapist,0.60
Empathy,advanced,Helping Others,0.7,Massage Therapist,0.70
Empathy,advanced,Helping Others,0.9,Massage Therapist,0.80
Mathematical Modeling,beginner,Mathematics,0.5,Mathematician,0.50
Mathematical Modeling,beginner,Mathematics,0.7,Mathematician,0.60
Mathematical Modeling,beginner,Mathematics,0.9,Mathematician,0.70
Analysis,intermediate,Logic,0.5,Mathematician,0.80
Analysis,intermediate,Logic,0.7,Mathematician,0.90
Analysis,intermediate,Logic,0.9,Mathematician,0.50
Problem-Solving,advanced,Abstract Thinking,0.5,Mathematician,0.60
Problem-Solving,advanced,Abstract Thinking,0.7,Mathematician,0.70
Problem-Solving,advanced,Abstract Thinking,0.9,Mathematician,0.80
Obstetrics,beginner,Women's Health,0.5,Midwife,0.50
Obstetrics,beginner,Women's Health,0.7,Midwife,0.60
Obstetrics,beginner,Women's Health,0.9,Midwife,0.70
Patient Care,intermediate,Childbirth,0.5,Midwife,0.80
Patient Care,intermediate,Childbirth,0.7,Midwife,0.90
Patient Care,intermediate,Childbirth,0.9,Midwife,0.50
Counseling,advanced,Patient Advocacy,0.5,Midwife,0.60
Counseling,advanced,Patient Advocacy,0.7,Midwife,0.70
Counseling,advanced,Patient Advocacy,0.9,Midwife,0.80
Nutrition Knowledge,beginner,Nutrition,0.5,Nutritionist,0.50
Nutrition Knowledge,beginner,Nutrition,0.7,Nutritionist,0.60
Nutrition Knowledge,beginner,Nutrition,0.9,Nutritionist,0.70
Dietary Planning,intermediate,Health and Wellness,0.5,Nutritionist,0.80
Dietary Planning,intermediate,Health and Wellness,0.7,Nutritionist,0.90
Dietary Planning,intermediate,Health and Wellness,0.9,Nutritionist,0.50
Communication,advanced,Helping Others,0.5,Nutritionist,0.60
Communication,advanced,Helping Others,0.7,Nutritionist,0.70
Communication,advanced,Helping Others,0.9,Nutritionist,0.80
Reservoir Engineering,beginner,Energy,0.5,Petroleum Engineer,0.50
Reservoir Engineering,beginner,Energy,0.7,Petroleum Engineer,0.60
Reservoir Engineering,beginner,Energy,0.9,Petroleum Engineer,0.70
Drilling Techniques,intermediate,Engineering,0.5,Petroleum Engineer,0.80
Drilling Techniques,intermediate,Engineering,0.7,Petroleum Engineer,0.90
Drilling Techniques,intermediate,Engineering,0.9,Petroleum Engineer,0.50
Geology,advanced,Geology,0.5,Petroleum Engineer,0.60
Geology,advanced,Geology,0.7,Petroleum Engineer,0.70
